Store,Date,Temperature,Fuel_Price,IsHoliday
11,6/25/2010,84.5,2.653,FALSE
11,7/2/2010,83.09,2.669,FALSE
11,7/9/2010,83.01,2.642,FALSE
11,7/16/2010,84.9,2.623,FALSE
11,7/23/2010,84.57,2.608,FALSE
11,7/30/2010,83.26,2.64,FALSE
11,8/6/2010,86.54,2.627,FALSE
11,8/13/2010,87.73,2.692,FALSE
11,8/20/2010,88.93,2.664,FALSE
11,8/27/2010,87.7,2.619,FALSE
11,9/3/2010,84.94,2.577,FALSE
11,9/10/2010,81.93,2.565,TRUE
11,9/17/2010,83.04,2.582,FALSE
11,9/24/2010,77.36,2.624,FALSE
11,10/1/2010,75.11,2.603,FALSE
11,10/8/2010,68.71,2.633,FALSE
11,10/15/2010,71.46,2.72,FALSE
11,10/22/2010,72.6,2.725,FALSE
11,10/29/2010,74.21,2.716,FALSE
11,11/5/2010,64.41,2.689,FALSE
11,11/12/2010,63.74,2.728,FALSE
11,11/19/2010,58.63,2.771,FALSE
11,11/26/2010,69.9,2.735,TRUE
11,12/3/2010,55.9,2.708,FALSE
11,12/10/2010,53.33,2.843,FALSE
11,12/17/2010,54.63,2.869,FALSE
11,12/24/2010,59.33,2.886,FALSE
11,12/31/2010,55.03,2.943,TRUE
11,1/7/2011,54.43,2.976,FALSE
11,1/14/2011,45.34,2.983,FALSE
11,1/21/2011,51.51,3.016,FALSE
11,1/28/2011,51.04,3.01,FALSE
11,2/4/2011,47.17,2.989,FALSE
11,2/11/2011,44.61,3.022,TRUE
11,2/18/2011,61.5,3.045,FALSE
11,2/25/2011,68.74,3.065,FALSE
11,3/4/2011,66.5,3.288,FALSE
11,3/11/2011,63.29,3.459,FALSE
11,3/18/2011,70.17,3.488,FALSE
11,3/25/2011,73.74,3.473,FALSE
11,4/1/2011,69.1,3.524,FALSE
11,4/8/2011,73.57,3.622,FALSE
11,4/15/2011,76.64,3.743,FALSE
11,4/22/2011,78.31,3.807,FALSE
11,4/29/2011,79.97,3.81,FALSE
11,5/6/2011,71.39,3.906,FALSE
11,5/13/2011,80.93,3.899,FALSE
11,5/20/2011,76.97,3.907,FALSE
11,5/27/2011,85.61,3.786,FALSE
11,6/3/2011,86.14,3.699,FALSE
11,6/10/2011,85.79,3.648,FALSE
11,6/17/2011,87.9,3.637,FALSE
11,6/24/2011,86.13,3.594,FALSE
11,7/1/2011,86.43,3.524,FALSE
11,7/8/2011,87.17,3.48,FALSE
11,7/15/2011,88.3,3.575,FALSE
11,7/22/2011,87.8,3.651,FALSE
11,7/29/2011,89.46,3.682,FALSE
11,8/5/2011,90.04,3.684,FALSE
11,8/12/2011,90.3,3.638,FALSE
11,8/19/2011,89.51,3.554,FALSE
11,8/26/2011,89.09,3.523,FALSE
11,9/2/2011,91.44,3.533,FALSE
11,9/9/2011,84.91,3.546,TRUE
11,9/16/2011,85.11,3.526,FALSE
11,9/23/2011,82.14,3.467,FALSE
11,9/30/2011,84.4,3.355,FALSE
11,10/7/2011,76.97,3.285,FALSE
11,10/14/2011,75.56,3.274,FALSE
11,10/21/2011,70.91,3.353,FALSE
11,10/28/2011,72.66,3.372,FALSE
11,11/4/2011,61.13,3.332,FALSE
11,11/11/2011,64.2,3.297,FALSE
11,11/18/2011,66.17,3.308,FALSE
11,11/25/2011,70.03,3.236,TRUE
11,12/2/2011,56.89,3.172,FALSE
11,12/9/2011,50.63,3.158,FALSE
11,12/16/2011,59.69,3.159,FALSE
11,12/23/2011,54.29,3.112,FALSE
11,12/30/2011,48.86,3.129,TRUE
11,1/6/2012,54.44,3.157,FALSE
11,1/13/2012,53.1,3.261,FALSE
11,1/20/2012,56.43,3.268,FALSE
11,1/27/2012,58.36,3.29,FALSE
11,2/3/2012,60.24,3.36,FALSE
11,2/10/2012,52.23,3.409,TRUE
11,2/17/2012,52.77,3.51,FALSE
11,2/24/2012,61.11,3.555,FALSE
11,3/2/2012,62.61,3.63,FALSE
11,3/9/2012,61.44,3.669,FALSE
11,3/16/2012,64.21,3.734,FALSE
11,3/23/2012,67.16,3.787,FALSE
11,3/30/2012,70.23,3.845,FALSE
11,4/6/2012,74.19,3.891,FALSE
11,4/13/2012,72.74,3.891,FALSE
11,4/20/2012,71.97,3.877,FALSE
11,4/27/2012,73.4,3.814,FALSE
11,5/4/2012,79.07,3.749,FALSE
11,5/11/2012,75.13,3.688,FALSE
11,5/18/2012,72.53,3.63,FALSE
11,5/25/2012,78.44,3.561,FALSE
11,6/1/2012,81.67,3.501,FALSE
11,6/8/2012,82.1,3.452,FALSE
11,6/15/2012,84.97,3.393,FALSE
11,6/22/2012,83.26,3.346,FALSE
11,6/29/2012,87.86,3.286,FALSE
11,7/6/2012,83.44,3.227,FALSE
11,7/13/2012,82.46,3.256,FALSE
11,7/20/2012,82.41,3.311,FALSE
11,7/27/2012,85.43,3.407,FALSE
11,8/3/2012,86.94,3.417,FALSE
11,8/10/2012,86.21,3.494,FALSE
11,8/17/2012,87.73,3.571,FALSE
11,8/24/2012,83.17,3.62,FALSE
11,8/31/2012,86.49,3.638,FALSE
11,9/7/2012,85.17,3.73,TRUE
11,9/14/2012,79.61,3.717,FALSE
11,9/21/2012,73.64,3.721,FALSE
11,9/28/2012,77.67,3.666,FALSE
11,10/5/2012,73.37,3.617,FALSE
11,10/12/2012,69.94,3.601,FALSE
11,10/19/2012,73.77,3.594,FALSE
11,10/26/2012,74.26,3.506,FALSE
11,11/2/2012,62.23,3.386,FALSE
11,11/9/2012,68.71,3.314,FALSE
11,11/16/2012,60.8,3.252,FALSE
11,11/23/2012,61.69,3.211,TRUE
11,11/30/2012,58.36,3.207,FALSE
11,12/7/2012,66.39,3.198,FALSE
11,12/14/2012,55.46,3.168,FALSE
11,12/21/2012,59.94,3.098,FALSE
11,12/28/2012,52.26,3.108,TRUE
11,1/4/2013,46.5,3.161,FALSE
11,1/11/2013,50.33,3.243,FALSE
11,1/18/2013,49.67,3.237,FALSE
11,1/25/2013,58.53,3.227,FALSE
11,2/1/2013,62.76,3.244,FALSE
11,2/8/2013,63.06,3.417,TRUE
11,2/15/2013,57.91,3.475,FALSE
11,2/22/2013,60.17,3.597,FALSE
11,3/1/2013,54.59,3.711,FALSE
11,3/8/2013,58,3.658,FALSE
11,3/15/2013,61.93,3.622,FALSE
11,3/22/2013,69.6,3.611,FALSE
11,3/29/2013,59.94,3.606,FALSE
11,4/5/2013,65.49,3.583,FALSE
11,4/12/2013,66.76,3.529,FALSE
11,4/19/2013,70.87,3.451,FALSE
11,4/26/2013,64.49,3.417,FALSE
11,5/3/2013,69.56,3.386,FALSE
11,5/10/2013,68.51,3.392,FALSE
11,5/17/2013,75.27,3.454,FALSE
11,5/24/2013,80.16,3.494,FALSE
11,5/31/2013,78.14,3.466,FALSE
11,6/7/2013,79,3.439,FALSE
11,6/14/2013,78.19,3.431,FALSE
11,6/21/2013,82.04,3.479,FALSE
11,6/28/2013,83.97,3.495,FALSE
11,7/5/2013,82.39,3.422,FALSE
11,7/12/2013,85.43,3.4,FALSE
11,7/19/2013,82.06,3.556,FALSE
11,7/26/2013,85.64,3.62,FALSE
12,2/5/2010,49.47,2.962,FALSE
12,2/12/2010,47.87,2.946,TRUE
12,2/19/2010,54.83,2.915,FALSE
12,2/26/2010,50.23,2.825,FALSE
12,3/5/2010,53.77,2.987,FALSE
12,3/12/2010,50.11,2.925,FALSE
12,3/19/2010,59.57,3.054,FALSE
12,3/26/2010,60.06,3.083,FALSE
12,4/2/2010,59.84,3.086,FALSE
12,4/9/2010,59.25,3.09,FALSE
12,4/16/2010,64.95,3.109,FALSE
12,4/23/2010,64.55,3.05,FALSE
12,4/30/2010,67.38,3.105,FALSE
12,5/7/2010,70.15,3.127,FALSE
12,5/14/2010,68.44,3.145,FALSE
12,5/21/2010,76.2,3.12,FALSE
12,5/28/2010,67.84,3.058,FALSE
12,6/4/2010,81.39,2.941,FALSE
12,6/11/2010,90.84,2.949,FALSE
12,6/18/2010,81.06,3.043,FALSE
12,6/25/2010,87.27,3.084,FALSE
12,7/2/2010,91.98,3.105,FALSE
12,7/9/2010,90.37,3.1,FALSE
12,7/16/2010,97.18,3.094,FALSE
12,7/23/2010,99.22,3.112,FALSE
12,7/30/2010,96.31,3.017,FALSE
12,8/6/2010,92.95,3.123,FALSE
12,8/13/2010,87.01,3.159,FALSE
12,8/20/2010,92.81,3.041,FALSE
12,8/27/2010,93.19,3.129,FALSE
12,9/3/2010,83.12,3.087,FALSE
12,9/10/2010,83.63,3.044,TRUE
12,9/17/2010,82.45,3.028,FALSE
12,9/24/2010,81.77,2.939,FALSE
12,10/1/2010,85.2,3.001,FALSE
12,10/8/2010,71.82,3.013,FALSE
12,10/15/2010,75,2.976,FALSE
12,10/22/2010,68.85,3.014,FALSE
12,10/29/2010,61.09,3.016,FALSE
12,11/5/2010,65.49,3.129,FALSE
12,11/12/2010,57.79,3.13,FALSE
12,11/19/2010,58.18,3.161,FALSE
12,11/26/2010,47.66,3.162,TRUE
12,12/3/2010,43.33,3.041,FALSE
12,12/10/2010,50.01,3.203,FALSE
12,12/17/2010,52.77,3.236,FALSE
12,12/24/2010,52.02,3.236,FALSE
12,12/31/2010,45.64,3.148,TRUE
12,1/7/2011,37.64,3.287,FALSE
12,1/14/2011,43.15,3.312,FALSE
12,1/21/2011,53.53,3.223,FALSE
12,1/28/2011,50.74,3.342,FALSE
12,2/4/2011,45.14,3.348,FALSE
12,2/11/2011,51.3,3.381,TRUE
12,2/18/2011,53.35,3.43,FALSE
12,2/25/2011,48.45,3.53,FALSE
12,3/4/2011,51.72,3.674,FALSE
12,3/11/2011,57.75,3.818,FALSE
12,3/18/2011,64.21,3.692,FALSE
12,3/25/2011,54.4,3.909,FALSE
12,4/1/2011,63.63,3.772,FALSE
12,4/8/2011,64.47,4.003,FALSE
12,4/15/2011,57.63,3.868,FALSE
12,4/22/2011,72.12,4.134,FALSE
12,4/29/2011,68.27,4.151,FALSE
12,5/6/2011,68.4,4.193,FALSE
12,5/13/2011,70.93,4.202,FALSE
12,5/20/2011,66.59,4.169,FALSE
12,5/27/2011,76.67,4.087,FALSE
12,6/3/2011,71.81,4.031,FALSE
12,6/10/2011,78.72,3.981,FALSE
12,6/17/2011,86.84,3.935,FALSE
12,6/24/2011,88.95,3.898,FALSE
12,7/1/2011,89.85,3.842,FALSE
12,7/8/2011,89.9,3.705,FALSE
12,7/15/2011,88.1,3.692,FALSE
12,7/22/2011,91.17,3.794,FALSE
12,7/29/2011,93.29,3.805,FALSE
12,8/5/2011,90.61,3.803,FALSE
12,8/12/2011,91.04,3.701,FALSE
12,8/19/2011,91.74,3.743,FALSE
12,8/26/2011,94.61,3.74,FALSE
12,9/2/2011,93.66,3.798,FALSE
12,9/9/2011,88,3.913,TRUE
12,9/16/2011,76.36,3.918,FALSE
12,9/23/2011,82.95,3.789,FALSE
12,9/30/2011,83.26,3.877,FALSE
12,10/7/2011,70.44,3.827,FALSE
12,10/14/2011,67.31,3.805,FALSE
12,10/21/2011,73.05,3.842,FALSE
12,10/28/2011,67.41,3.727,FALSE
12,11/4/2011,59.77,3.828,FALSE
12,11/11/2011,48.76,3.824,FALSE
12,11/18/2011,54.2,3.813,FALSE
12,11/25/2011,53.25,3.622,TRUE
12,12/2/2011,52.5,3.701,FALSE
12,12/9/2011,42.17,3.644,FALSE
12,12/16/2011,43.29,3.6,FALSE
12,12/23/2011,45.4,3.541,FALSE
12,12/30/2011,44.64,3.428,TRUE
12,1/6/2012,50.43,3.599,FALSE
12,1/13/2012,48.07,3.657,FALSE
12,1/20/2012,46.2,3.66,FALSE
12,1/27/2012,50.43,3.675,FALSE
12,2/3/2012,50.58,3.702,FALSE
12,2/10/2012,52.27,3.722,TRUE
12,2/17/2012,51.8,3.781,FALSE
12,2/24/2012,53.13,3.95,FALSE
12,3/2/2012,52.27,4.178,FALSE
12,3/9/2012,54.54,4.25,FALSE
12,3/16/2012,64.44,4.273,FALSE
12,3/23/2012,56.26,4.038,FALSE
12,3/30/2012,64.36,4.294,FALSE
12,4/6/2012,64.05,4.121,FALSE
12,4/13/2012,64.28,4.254,FALSE
12,4/20/2012,66.73,4.222,FALSE
12,4/27/2012,77.99,4.193,FALSE
12,5/4/2012,76.03,4.171,FALSE
12,5/11/2012,77.27,4.186,FALSE
12,5/18/2012,84.51,4.11,FALSE
12,5/25/2012,83.84,4.293,FALSE
12,6/1/2012,78.11,4.277,FALSE
12,6/8/2012,84.83,4.103,FALSE
12,6/15/2012,85.94,4.144,FALSE
12,6/22/2012,91.61,4.014,FALSE
12,6/29/2012,90.47,3.875,FALSE
12,7/6/2012,89.13,3.765,FALSE
12,7/13/2012,95.61,3.723,FALSE
12,7/20/2012,85.53,3.726,FALSE
12,7/27/2012,93.47,3.769,FALSE
12,8/3/2012,88.16,3.76,FALSE
12,8/10/2012,95.91,3.811,FALSE
12,8/17/2012,94.87,4.002,FALSE
12,8/24/2012,85.32,4.055,FALSE
12,8/31/2012,89.78,4.093,FALSE
12,9/7/2012,88.52,4.124,TRUE
12,9/14/2012,83.64,4.133,FALSE
12,9/21/2012,82.97,4.125,FALSE
12,9/28/2012,81.22,3.966,FALSE
12,10/5/2012,81.61,3.966,FALSE
12,10/12/2012,71.74,4.468,FALSE
12,10/19/2012,68.66,4.449,FALSE
12,10/26/2012,65.95,4.301,FALSE
12,11/2/2012,63.22,4.099,FALSE
12,11/9/2012,65.31,3.951,FALSE
12,11/16/2012,49.39,3.834,FALSE
12,11/23/2012,58.07,3.759,TRUE
12,11/30/2012,57.03,3.581,FALSE
12,12/7/2012,57.83,3.668,FALSE
12,12/14/2012,49.74,3.467,FALSE
12,12/21/2012,42.83,3.393,FALSE
12,12/28/2012,43.35,3.48,TRUE
12,1/4/2013,38.8,3.51,FALSE
12,1/11/2013,44.59,3.542,FALSE
12,1/18/2013,36.49,3.545,FALSE
12,1/25/2013,49.21,3.337,FALSE
12,2/1/2013,49.54,3.6,FALSE
12,2/8/2013,54.96,3.795,TRUE
12,2/15/2013,47.12,3.924,FALSE
12,2/22/2013,49.57,4.031,FALSE
12,3/1/2013,48.08,4.109,FALSE
12,3/8/2013,60.4,3.874,FALSE
12,3/15/2013,61.7,4.104,FALSE
12,3/22/2013,68.75,4.062,FALSE
12,3/29/2013,62.86,4.016,FALSE
12,4/5/2013,69.47,3.998,FALSE
12,4/12/2013,65.6,3.981,FALSE
12,4/19/2013,64.35,3.76,FALSE
12,4/26/2013,70.74,3.889,FALSE
12,5/3/2013,76.84,3.671,FALSE
12,5/10/2013,70.18,3.689,FALSE
12,5/17/2013,83.43,3.809,FALSE
12,5/24/2013,77.87,3.835,FALSE
12,5/31/2013,81.08,3.829,FALSE
12,6/7/2013,89.89,3.789,FALSE
12,6/14/2013,92.14,3.771,FALSE
12,6/21/2013,87.28,3.766,FALSE
12,6/28/2013,89.94,3.781,FALSE
12,7/5/2013,101.95,3.753,FALSE
12,7/12/2013,92.61,3.737,FALSE
12,7/19/2013,93.75,3.823,FALSE
12,7/26/2013,90.27,3.865,FALSE
13,2/5/2010,31.53,2.666,FALSE
13,2/12/2010,33.16,2.671,TRUE
13,2/19/2010,35.7,2.654,FALSE
13,2/26/2010,29.98,2.667,FALSE
13,3/5/2010,40.65,2.681,FALSE
13,3/12/2010,37.62,2.733,FALSE
13,3/19/2010,42.49,2.782,FALSE
13,3/26/2010,41.48,2.819,FALSE
13,4/2/2010,42.15,2.842,FALSE
13,4/9/2010,38.97,2.877,FALSE
13,4/16/2010,50.39,2.915,FALSE
13,4/23/2010,55.66,2.936,FALSE
13,4/30/2010,48.33,2.941,FALSE
13,5/7/2010,44.42,2.948,FALSE
13,5/14/2010,50.15,2.962,FALSE
13,5/21/2010,57.71,2.95,FALSE
13,5/28/2010,53.11,2.908,FALSE
13,6/4/2010,59.85,2.871,FALSE
13,6/11/2010,65.24,2.841,FALSE
13,6/18/2010,58.41,2.819,FALSE
13,6/25/2010,71.83,2.82,FALSE
13,7/2/2010,78.82,2.814,FALSE
13,7/9/2010,71.33,2.802,FALSE
13,7/16/2010,77.79,2.791,FALSE
13,7/23/2010,82.27,2.797,FALSE
13,7/30/2010,78.94,2.797,FALSE
13,8/6/2010,81.24,2.802,FALSE
13,8/13/2010,74.93,2.837,FALSE
13,8/20/2010,76.34,2.85,FALSE
13,8/27/2010,75.31,2.854,FALSE
13,9/3/2010,65.71,2.868,FALSE
13,9/10/2010,65.74,2.87,TRUE
13,9/17/2010,66.84,2.875,FALSE
13,9/24/2010,68.22,2.872,FALSE
13,10/1/2010,68.74,2.853,FALSE
13,10/8/2010,63.03,2.841,FALSE
13,10/15/2010,54.12,2.845,FALSE
13,10/22/2010,56.89,2.849,FALSE
13,10/29/2010,45.12,2.841,FALSE
13,11/5/2010,49.96,2.831,FALSE
13,11/12/2010,42.55,2.831,FALSE
13,11/19/2010,42,2.842,FALSE
13,11/26/2010,28.22,2.83,TRUE
13,12/3/2010,25.8,2.812,FALSE
13,12/10/2010,36.78,2.817,FALSE
13,12/17/2010,35.21,2.842,FALSE
13,12/24/2010,34.9,2.846,FALSE
13,12/31/2010,26.79,2.868,TRUE
13,1/7/2011,16.94,2.891,FALSE
13,1/14/2011,20.6,2.903,FALSE
13,1/21/2011,34.8,2.934,FALSE
13,1/28/2011,31.64,2.96,FALSE
13,2/4/2011,23.35,2.974,FALSE
13,2/11/2011,30.83,3.034,TRUE
13,2/18/2011,40.85,3.062,FALSE
13,2/25/2011,33.17,3.12,FALSE
13,3/4/2011,34.23,3.23,FALSE
13,3/11/2011,41.28,3.346,FALSE
13,3/18/2011,44.69,3.407,FALSE
13,3/25/2011,42.38,3.435,FALSE
13,4/1/2011,42.49,3.487,FALSE
13,4/8/2011,42.75,3.547,FALSE
13,4/15/2011,41.72,3.616,FALSE
13,4/22/2011,47.55,3.655,FALSE
13,4/29/2011,43.85,3.683,FALSE
13,5/6/2011,47.75,3.744,FALSE
13,5/13/2011,52.4,3.77,FALSE
13,5/20/2011,52.12,3.802,FALSE
13,5/27/2011,54.62,3.778,FALSE
13,6/3/2011,52.76,3.752,FALSE
13,6/10/2011,61.39,3.732,FALSE
13,6/17/2011,63.35,3.704,FALSE
13,6/24/2011,66.38,3.668,FALSE
13,7/1/2011,74.29,3.613,FALSE
13,7/8/2011,77.3,3.563,FALSE
13,7/15/2011,75.59,3.553,FALSE
13,7/22/2011,78.5,3.563,FALSE
13,7/29/2011,77.62,3.574,FALSE
13,8/5/2011,75.56,3.595,FALSE
13,8/12/2011,75.95,3.606,FALSE
13,8/19/2011,76.68,3.578,FALSE
13,8/26/2011,81.53,3.57,FALSE
13,9/2/2011,77,3.58,FALSE
13,9/9/2011,70.19,3.619,TRUE
13,9/16/2011,67.54,3.641,FALSE
13,9/23/2011,63.6,3.648,FALSE
13,9/30/2011,68.28,3.623,FALSE
13,10/7/2011,60.62,3.592,FALSE
13,10/14/2011,51.74,3.567,FALSE
13,10/21/2011,54.66,3.579,FALSE
13,10/28/2011,47.41,3.567,FALSE
13,11/4/2011,43.51,3.538,FALSE
13,11/11/2011,33.8,3.513,FALSE
13,11/18/2011,40.65,3.489,FALSE
13,11/25/2011,38.89,3.445,TRUE
13,12/2/2011,33.94,3.389,FALSE
13,12/9/2011,24.82,3.341,FALSE
13,12/16/2011,27.85,3.282,FALSE
13,12/23/2011,24.76,3.186,FALSE
13,12/30/2011,31.53,3.119,TRUE
13,1/6/2012,33.8,3.08,FALSE
13,1/13/2012,25.61,3.056,FALSE
13,1/20/2012,32.71,3.047,FALSE
13,1/27/2012,34.32,3.058,FALSE
13,2/3/2012,31.39,3.077,FALSE
13,2/10/2012,33.73,3.116,TRUE
13,2/17/2012,36.57,3.119,FALSE
13,2/24/2012,35.38,3.145,FALSE
13,3/2/2012,32.36,3.242,FALSE
13,3/9/2012,38.24,3.38,FALSE
13,3/16/2012,52.5,3.529,FALSE
13,3/23/2012,47.83,3.671,FALSE
13,3/30/2012,53.2,3.734,FALSE
13,4/6/2012,48.85,3.793,FALSE
13,4/13/2012,51.7,3.833,FALSE
13,4/20/2012,50.24,3.845,FALSE
13,4/27/2012,64.8,3.842,FALSE
13,5/4/2012,54.41,3.831,FALSE
13,5/11/2012,56.47,3.809,FALSE
13,5/18/2012,65.17,3.808,FALSE
13,5/25/2012,62.39,3.801,FALSE
13,6/1/2012,61.11,3.788,FALSE
13,6/8/2012,68.4,3.776,FALSE
13,6/15/2012,65.97,3.756,FALSE
13,6/22/2012,72.89,3.737,FALSE
13,6/29/2012,82,3.681,FALSE
13,7/6/2012,79.23,3.63,FALSE
13,7/13/2012,83.68,3.595,FALSE
13,7/20/2012,75.69,3.556,FALSE
13,7/27/2012,80.42,3.537,FALSE
13,8/3/2012,81.99,3.512,FALSE
13,8/10/2012,81.69,3.509,FALSE
13,8/17/2012,79.4,3.545,FALSE
13,8/24/2012,77.37,3.582,FALSE
13,8/31/2012,79.18,3.624,FALSE
13,9/7/2012,70.65,3.689,TRUE
13,9/14/2012,68.55,3.749,FALSE
13,9/21/2012,67.96,3.821,FALSE
13,9/28/2012,64.8,3.821,FALSE
13,10/5/2012,61.79,3.815,FALSE
13,10/12/2012,55.1,3.797,FALSE
13,10/19/2012,52.06,3.781,FALSE
13,10/26/2012,46.97,3.755,FALSE
13,11/2/2012,52.55,3.702,FALSE
13,11/9/2012,50.48,3.663,FALSE
13,11/16/2012,33.3,3.612,FALSE
13,11/23/2012,46.21,3.562,TRUE
13,11/30/2012,41.64,3.524,FALSE
13,12/7/2012,43.67,3.456,FALSE
13,12/14/2012,35.62,3.379,FALSE
13,12/21/2012,29.9,3.263,FALSE
13,12/28/2012,30.07,3.147,TRUE
13,1/4/2013,13.43,3.066,FALSE
13,1/11/2013,20,2.982,FALSE
13,1/18/2013,11.44,2.914,FALSE
13,1/25/2013,14.75,2.927,FALSE
13,2/1/2013,30.44,3.029,FALSE
13,2/8/2013,26.11,3.192,TRUE
13,2/15/2013,27.12,3.323,FALSE
13,2/22/2013,29.97,3.459,FALSE
13,3/1/2013,26.97,3.521,FALSE
13,3/8/2013,37.63,3.526,FALSE
13,3/15/2013,46.72,3.518,FALSE
13,3/22/2013,42.94,3.518,FALSE
13,3/29/2013,41.71,3.518,FALSE
13,4/5/2013,53.84,3.547,FALSE
13,4/12/2013,45.29,3.576,FALSE
13,4/19/2013,41.07,3.559,FALSE
13,4/26/2013,48.17,3.541,FALSE
13,5/3/2013,54.51,3.535,FALSE
13,5/10/2013,59.55,3.543,FALSE
13,5/17/2013,70.01,3.609,FALSE
13,5/24/2013,57.25,3.72,FALSE
13,5/31/2013,60.51,3.773,FALSE
13,6/7/2013,67.49,3.779,FALSE
13,6/14/2013,76.41,3.771,FALSE
13,6/21/2013,70.49,3.74,FALSE
13,6/28/2013,75.24,3.726,FALSE
13,7/5/2013,85.58,3.696,FALSE
13,7/12/2013,78.93,3.666,FALSE
13,7/19/2013,80.81,3.665,FALSE
13,7/26/2013,83.62,3.669,FALSE
14,2/5/2010,27.31,2.784,FALSE
14,2/12/2010,27.73,2.773,TRUE
14,2/19/2010,31.27,2.745,FALSE
14,2/26/2010,34.89,2.754,FALSE
14,3/5/2010,37.13,2.777,FALSE
14,3/12/2010,45.8,2.818,FALSE
14,3/19/2010,48.79,2.844,FALSE
14,3/26/2010,54.36,2.854,FALSE
14,4/2/2010,47.74,2.85,FALSE
14,4/9/2010,65.45,2.869,FALSE
14,4/16/2010,54.28,2.899,FALSE
14,4/23/2010,53.47,2.902,FALSE
14,4/30/2010,53.15,2.921,FALSE
14,5/7/2010,70.75,2.966,FALSE
14,5/14/2010,54.26,2.982,FALSE
14,5/21/2010,62.62,2.958,FALSE
14,5/28/2010,69.27,2.899,FALSE
14,6/4/2010,75.93,2.847,FALSE
14,6/11/2010,69.71,2.809,FALSE
14,6/18/2010,72.62,2.78,FALSE
14,6/25/2010,79.32,2.808,FALSE
14,7/2/2010,76.61,2.815,FALSE
14,7/9/2010,82.45,2.793,FALSE
14,7/16/2010,77.84,2.783,FALSE
14,7/23/2010,81.46,2.771,FALSE
14,7/30/2010,79.78,2.781,FALSE
14,8/6/2010,77.17,2.784,FALSE
14,8/13/2010,78.44,2.805,FALSE
14,8/20/2010,76.01,2.779,FALSE
14,8/27/2010,71.36,2.755,FALSE
14,9/3/2010,78.37,2.715,FALSE
14,9/10/2010,70.87,2.699,TRUE
14,9/17/2010,66.55,2.706,FALSE
14,9/24/2010,68.59,2.713,FALSE
14,10/1/2010,70.58,2.707,FALSE
14,10/8/2010,56.49,2.764,FALSE
14,10/15/2010,58.61,2.868,FALSE
14,10/22/2010,53.15,2.917,FALSE
14,10/29/2010,61.3,2.921,FALSE
14,11/5/2010,45.65,2.917,FALSE
14,11/12/2010,46.14,2.931,FALSE
14,11/19/2010,50.02,3,FALSE
14,11/26/2010,46.15,3.039,TRUE
14,12/3/2010,40.93,3.046,FALSE
14,12/10/2010,30.54,3.109,FALSE
14,12/17/2010,30.51,3.14,FALSE
14,12/24/2010,30.59,3.141,FALSE
14,12/31/2010,29.67,3.179,TRUE
14,1/7/2011,34.32,3.193,FALSE
14,1/14/2011,24.78,3.205,FALSE
14,1/21/2011,30.55,3.229,FALSE
14,1/28/2011,24.05,3.237,FALSE
14,2/4/2011,28.73,3.231,FALSE
14,2/11/2011,30.3,3.239,TRUE
14,2/18/2011,40.7,3.245,FALSE
14,2/25/2011,35.78,3.274,FALSE
14,3/4/2011,38.65,3.433,FALSE
14,3/11/2011,45.01,3.582,FALSE
14,3/18/2011,46.66,3.631,FALSE
14,3/25/2011,41.76,3.625,FALSE
14,4/1/2011,37.27,3.638,FALSE
14,4/8/2011,48.71,3.72,FALSE
14,4/15/2011,53.69,3.821,FALSE
14,4/22/2011,53.04,3.892,FALSE
14,4/29/2011,66.18,3.962,FALSE
14,5/6/2011,58.21,4.046,FALSE
14,5/13/2011,60.38,4.066,FALSE
14,5/20/2011,62.28,4.062,FALSE
14,5/27/2011,69.7,3.985,FALSE
14,6/3/2011,76.38,3.922,FALSE
14,6/10/2011,73.88,3.881,FALSE
14,6/17/2011,69.32,3.842,FALSE
14,6/24/2011,74.85,3.804,FALSE
14,7/1/2011,74.04,3.748,FALSE
14,7/8/2011,77.49,3.711,FALSE
14,7/15/2011,78.47,3.76,FALSE
14,7/22/2011,82.33,3.811,FALSE
14,7/29/2011,81.31,3.829,FALSE
14,8/5/2011,78.22,3.842,FALSE
14,8/12/2011,77,3.812,FALSE
14,8/19/2011,72.98,3.747,FALSE
14,8/26/2011,72.55,3.704,FALSE
14,9/2/2011,70.63,3.703,FALSE
14,9/9/2011,71.48,3.738,TRUE
14,9/16/2011,69.17,3.742,FALSE
14,9/23/2011,63.75,3.711,FALSE
14,9/30/2011,70.66,3.645,FALSE
14,10/7/2011,55.82,3.583,FALSE
14,10/14/2011,63.82,3.541,FALSE
14,10/21/2011,59.6,3.57,FALSE
14,10/28/2011,51.78,3.569,FALSE
14,11/4/2011,43.92,3.551,FALSE
14,11/11/2011,47.65,3.53,FALSE
14,11/18/2011,51.34,3.53,FALSE
14,11/25/2011,48.71,3.492,TRUE
14,12/2/2011,50.19,3.452,FALSE
14,12/9/2011,46.57,3.415,FALSE
14,12/16/2011,39.93,3.413,FALSE
14,12/23/2011,42.27,3.389,FALSE
14,12/30/2011,37.79,3.389,TRUE
14,1/6/2012,35.88,3.422,FALSE
14,1/13/2012,41.18,3.513,FALSE
14,1/20/2012,31.85,3.533,FALSE
14,1/27/2012,37.93,3.567,FALSE
14,2/3/2012,42.96,3.617,FALSE
14,2/10/2012,37,3.64,TRUE
14,2/17/2012,36.85,3.695,FALSE
14,2/24/2012,42.86,3.739,FALSE
14,3/2/2012,41.55,3.816,FALSE
14,3/9/2012,45.52,3.848,FALSE
